image_id,file_name,question_en,answer,split,category,question_ur
155687,COCO_val2014_000000155687.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a handbag in the image?,yes,adversarial,handbag,کیا تصویر میں ہینڈ بیگ ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
155687,COCO_val2014_000000155687.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a motorcycle in the image?,yes,random,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a sheep in the image?,no,random,sheep,کیا تصویر میں بھیڑ ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a train in the image?,no,random,train,کیا تصویر میں ٹرین ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a kite in the image?,no,random,kite,کیا تصویر میں پتنگ ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a motorcycle in the image?,yes,popular,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a motorcycle in the image?,yes,adversarial,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
65001,COCO_val2014_000000065001.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a dining table in the image?,yes,random,dining table,کیا تصویر میں کھانے کی میز ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a sandwich in the image?,yes,random,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a cake in the image?,yes,random,cake,کیا تصویر میں کیک ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a tv in the image?,no,random,tv,کیا تصویر میں ٹی وی ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a cat in the image?,no,random,cat,کیا تصویر میں بلی ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a cow in the image?,no,random,cow,کیا تصویر میں گائے ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a cake in the image?,yes,popular,cake,کیا تصویر میں کیک ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a sandwich in the image?,yes,popular,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a dining table in the image?,yes,popular,dining table,کیا تصویر میں کھانے کی میز ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a cake in the image?,yes,adversarial,cake,کیا تصویر میں کیک ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a sandwich in the image?,yes,adversarial,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a dining table in the image?,yes,adversarial,dining table,کیا تصویر میں کھانے کی میز ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
428712,COCO_val2014_000000428712.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a baseball glove in the image?,yes,random,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a sports ball in the image?,yes,random,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a pizza in the image?,no,random,pizza,کیا تصویر میں پیزا ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a handbag in the image?,no,random,handbag,کیا تصویر میں ہینڈ بیگ ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a oven in the image?,no,random,oven,کیا تصویر میں تندور ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a baseball glove in the image?,yes,popular,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a sports ball in the image?,yes,popular,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a baseball glove in the image?,yes,adversarial,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
131280,COCO_val2014_000000131280.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a backpack in the image?,yes,random,backpack,کیا تصویر میں کوئی بیگ ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a surfboard in the image?,yes,random,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a hair drier in the image?,no,random,hair drier,کیا تصویر میں ہیئر ڈرائر ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a teddy bear in the image?,no,random,teddy bear,کیا تصویر میں کوئی ٹیڈی بیر ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a remote in the image?,no,random,remote,کیا تصویر میں کوئی ریموٹ ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a backpack in the image?,yes,popular,backpack,کیا تصویر میں کوئی بیگ ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a surfboard in the image?,yes,popular,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a backpack in the image?,yes,adversarial,backpack,کیا تصویر میں کوئی بیگ ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a surfboard in the image?,yes,adversarial,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
375285,COCO_val2014_000000375285.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a dining table in the image?,yes,random,dining table,کیا تصویر میں کھانے کی میز ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a sandwich in the image?,yes,random,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a snowboard in the image?,no,random,snowboard,کیا تصویر میں سنو بورڈ ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a scissors in the image?,no,random,scissors,کیا تصویر میں قینچی ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a carrot in the image?,no,random,carrot,کیا تصویر میں گاجر ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a dining table in the image?,yes,popular,dining table,کیا تصویر میں کھانے کی میز ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a sandwich in the image?,yes,popular,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a dining table in the image?,yes,adversarial,dining table,کیا تصویر میں کھانے کی میز ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a sandwich in the image?,yes,adversarial,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
403177,COCO_val2014_000000403177.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a truck in the image?,yes,random,truck,کیا تصویر میں کوئی ٹرک ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a train in the image?,yes,random,train,کیا تصویر میں ٹرین ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a boat in the image?,no,random,boat,کیا تصویر میں کوئی کشتی ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a bear in the image?,no,random,bear,کیا تصویر میں ریچھ ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a oven in the image?,no,random,oven,کیا تصویر میں تندور ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a train in the image?,yes,popular,train,کیا تصویر میں ٹرین ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a traffic light in the image?,yes,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a truck in the image?,yes,adversarial,truck,کیا تصویر میں کوئی ٹرک ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a traffic light in the image?,yes,adversarial,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
520047,COCO_val2014_000000520047.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a surfboard in the image?,yes,random,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a umbrella in the image?,yes,random,umbrella,کیا تصویر میں چھتری ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a cake in the image?,no,random,cake,کیا تصویر میں کیک ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a elephant in the image?,no,random,elephant,کیا تصویر میں ہاتھی ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a fire hydrant in the image?,no,random,fire hydrant,کیا تصویر میں فائر ہائیڈرنٹ ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a surfboard in the image?,yes,popular,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a chair in the image?,yes,popular,chair,کیا تصویر میں کرسی ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a umbrella in the image?,yes,popular,umbrella,کیا تصویر میں چھتری ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a surfboard in the image?,yes,adversarial,surfboard,کیا تصویر میں کوئی سرف بورڈ ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
520659,COCO_val2014_000000520659.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a skis in the image?,yes,random,skis,کیا تصویر میں کوئی سکی ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a snowboard in the image?,yes,random,snowboard,کیا تصویر میں سنو بورڈ ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a backpack in the image?,yes,random,backpack,کیا تصویر میں کوئی بیگ ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a spoon in the image?,no,random,spoon,کیا تصویر میں چمچ ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a keyboard in the image?,no,random,keyboard,کیا تصویر میں کی بورڈ ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a book in the image?,no,random,book,کیا تصویر میں کوئی کتاب ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a skis in the image?,yes,popular,skis,کیا تصویر میں کوئی سکی ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a snowboard in the image?,yes,popular,snowboard,کیا تصویر میں سنو بورڈ ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a backpack in the image?,yes,adversarial,backpack,کیا تصویر میں کوئی بیگ ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a skis in the image?,yes,adversarial,skis,کیا تصویر میں کوئی سکی ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a snowboard in the image?,yes,adversarial,snowboard,کیا تصویر میں سنو بورڈ ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
564743,COCO_val2014_000000564743.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a couch in the image?,yes,random,couch,کیا تصویر میں صوفہ ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a cat in the image?,yes,random,cat,کیا تصویر میں بلی ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a laptop in the image?,yes,random,laptop,کیا تصویر میں لیپ ٹاپ ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a bench in the image?,no,random,bench,کیا تصویر میں کوئی بینچ ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a bed in the image?,no,random,bed,کیا تصویر میں کوئی بستر ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a giraffe in the image?,no,random,giraffe,کیا تصویر میں زرافہ ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a cat in the image?,yes,popular,cat,کیا تصویر میں بلی ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a keyboard in the image?,yes,popular,keyboard,کیا تصویر میں کی بورڈ ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a cat in the image?,yes,adversarial,cat,کیا تصویر میں بلی ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a couch in the image?,yes,adversarial,couch,کیا تصویر میں صوفہ ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
36942,COCO_val2014_000000036942.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a horse in the image?,yes,random,horse,کیا تصویر میں گھوڑا ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a bear in the image?,no,random,bear,کیا تصویر میں ریچھ ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a baseball bat in the image?,no,random,baseball bat,کیا تصویر میں بیس بال کا بیٹ ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a toaster in the image?,no,random,toaster,کیا تصویر میں ٹوسٹر ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a horse in the image?,yes,popular,horse,کیا تصویر میں گھوڑا ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a horse in the image?,yes,adversarial,horse,کیا تصویر میں گھوڑا ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
73445,COCO_val2014_000000073445.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a bowl in the image?,yes,random,bowl,کیا تصویر میں ایک پیالہ ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a toilet in the image?,yes,random,toilet,کیا تصویر میں بیت الخلا ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a vase in the image?,yes,random,vase,کیا تصویر میں گلدان ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a teddy bear in the image?,no,random,teddy bear,کیا تصویر میں کوئی ٹیڈی بیر ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a sheep in the image?,no,random,sheep,کیا تصویر میں بھیڑ ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a frisbee in the image?,no,random,frisbee,کیا تصویر میں فریسبی ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a vase in the image?,yes,popular,vase,کیا تصویر میں گلدان ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a bowl in the image?,yes,popular,bowl,کیا تصویر میں ایک پیالہ ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a toilet in the image?,yes,popular,toilet,کیا تصویر میں بیت الخلا ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a vase in the image?,yes,adversarial,vase,کیا تصویر میں گلدان ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a toilet in the image?,yes,adversarial,toilet,کیا تصویر میں بیت الخلا ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a bowl in the image?,yes,adversarial,bowl,کیا تصویر میں ایک پیالہ ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
50350,COCO_val2014_000000050350.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a train in the image?,yes,random,train,کیا تصویر میں ٹرین ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a traffic light in the image?,yes,random,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a bench in the image?,no,random,bench,کیا تصویر میں کوئی بینچ ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a dining table in the image?,no,random,dining table,کیا تصویر میں کھانے کی میز ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a sandwich in the image?,no,random,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a train in the image?,yes,popular,train,کیا تصویر میں ٹرین ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a traffic light in the image?,yes,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a bus in the image?,yes,popular,bus,کیا تصویر میں بس ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a train in the image?,yes,adversarial,train,کیا تصویر میں ٹرین ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a bus in the image?,yes,adversarial,bus,کیا تصویر میں بس ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a traffic light in the image?,yes,adversarial,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
8333,COCO_val2014_000000008333.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
