image_id,file_name,question_en,answer,split,category,question_ur,question_roman
288336,COCO_val2014_000000288336.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
288336,COCO_val2014_000000288336.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
250917,COCO_val2014_000000250917.jpg,Is there a cup in the image?,yes,random,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
250917,COCO_val2014_000000250917.jpg,Is there a bowl in the image?,yes,random,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
250917,COCO_val2014_000000250917.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
250917,COCO_val2014_000000250917.jpg,Is there a bear in the image?,no,random,bear,کیا تصویر میں ریچھ ہے؟,Kya tasveer mein bhalu hai?
250917,COCO_val2014_000000250917.jpg,Is there a toothbrush in the image?,no,random,toothbrush,کیا تصویر میں ٹوتھ برش ہے؟,Kya tasveer mein toothbrush hai?
250917,COCO_val2014_000000250917.jpg,Is there a wine glass in the image?,no,random,wine glass,کیا تصویر میں شراب کا گلاس ہے؟,Kya tasveer mein gilaas hai?
250917,COCO_val2014_000000250917.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
250917,COCO_val2014_000000250917.jpg,Is there a dining table in the image?,yes,popular,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
250917,COCO_val2014_000000250917.jpg,Is there a bowl in the image?,yes,popular,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
250917,COCO_val2014_000000250917.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
250917,COCO_val2014_000000250917.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
250917,COCO_val2014_000000250917.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
250917,COCO_val2014_000000250917.jpg,Is there a cell phone in the image?,yes,adversarial,cell phone,کیا تصویر میں سیل فون ہے؟,Kya tasveer mein mobile hai?
250917,COCO_val2014_000000250917.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
250917,COCO_val2014_000000250917.jpg,Is there a bowl in the image?,yes,adversarial,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
250917,COCO_val2014_000000250917.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
250917,COCO_val2014_000000250917.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
250917,COCO_val2014_000000250917.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
192095,COCO_val2014_000000192095.jpg,Is there a sports ball in the image?,yes,random,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
192095,COCO_val2014_000000192095.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
192095,COCO_val2014_000000192095.jpg,Is there a baseball glove in the image?,yes,random,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
192095,COCO_val2014_000000192095.jpg,Is there a dining table in the image?,no,random,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
192095,COCO_val2014_000000192095.jpg,Is there a bed in the image?,no,random,bed,کیا تصویر میں کوئی بستر ہے؟,Kya tasveer mein bistar hai?
192095,COCO_val2014_000000192095.jpg,Is there a cup in the image?,no,random,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
192095,COCO_val2014_000000192095.jpg,Is there a sports ball in the image?,yes,popular,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
192095,COCO_val2014_000000192095.jpg,Is there a baseball glove in the image?,yes,popular,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
192095,COCO_val2014_000000192095.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
192095,COCO_val2014_000000192095.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
192095,COCO_val2014_000000192095.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
192095,COCO_val2014_000000192095.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
192095,COCO_val2014_000000192095.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
192095,COCO_val2014_000000192095.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
192095,COCO_val2014_000000192095.jpg,Is there a baseball glove in the image?,yes,adversarial,baseball glove,کیا تصویر میں بیس بال کا دستانہ ہے؟,Kya tasveer mein baseball ka dastaana hai?
192095,COCO_val2014_000000192095.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
192095,COCO_val2014_000000192095.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
192095,COCO_val2014_000000192095.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
437099,COCO_val2014_000000437099.jpg,Is there a traffic light in the image?,yes,random,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
437099,COCO_val2014_000000437099.jpg,Is there a donut in the image?,yes,random,donut,کیا تصویر میں ڈونٹ ہے؟,Kya tasveer mein donut hai?
437099,COCO_val2014_000000437099.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
437099,COCO_val2014_000000437099.jpg,Is there a skateboard in the image?,no,random,skateboard,کیا تصویر میں اسکیٹ بورڈ ہے؟,Kya tasveer mein skateboard hai?
437099,COCO_val2014_000000437099.jpg,Is there a bench in the image?,no,random,bench,کیا تصویر میں کوئی بینچ ہے؟,Kya tasveer mein bench hai?
437099,COCO_val2014_000000437099.jpg,Is there a giraffe in the image?,no,random,giraffe,کیا تصویر میں زرافہ ہے؟,Kya tasveer mein zaraafa hai?
437099,COCO_val2014_000000437099.jpg,Is there a traffic light in the image?,yes,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
437099,COCO_val2014_000000437099.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
437099,COCO_val2014_000000437099.jpg,Is there a donut in the image?,yes,popular,donut,کیا تصویر میں ڈونٹ ہے؟,Kya tasveer mein donut hai?
437099,COCO_val2014_000000437099.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
437099,COCO_val2014_000000437099.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
437099,COCO_val2014_000000437099.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
437099,COCO_val2014_000000437099.jpg,Is there a traffic light in the image?,yes,adversarial,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
437099,COCO_val2014_000000437099.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
437099,COCO_val2014_000000437099.jpg,Is there a motorcycle in the image?,yes,adversarial,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟,Kya tasveer mein motorcycle hai?
437099,COCO_val2014_000000437099.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
437099,COCO_val2014_000000437099.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
437099,COCO_val2014_000000437099.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
560427,COCO_val2014_000000560427.jpg,Is there a fork in the image?,yes,random,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
560427,COCO_val2014_000000560427.jpg,Is there a cup in the image?,yes,random,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
560427,COCO_val2014_000000560427.jpg,Is there a dining table in the image?,yes,random,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
560427,COCO_val2014_000000560427.jpg,Is there a airplane in the image?,no,random,airplane,کیا تصویر میں ہوائی جہاز ہے؟,Kya tasveer mein hawai jahaaz hai?
560427,COCO_val2014_000000560427.jpg,Is there a frisbee in the image?,no,random,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
560427,COCO_val2014_000000560427.jpg,Is there a skateboard in the image?,no,random,skateboard,کیا تصویر میں اسکیٹ بورڈ ہے؟,Kya tasveer mein skateboard hai?
560427,COCO_val2014_000000560427.jpg,Is there a cup in the image?,yes,popular,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
560427,COCO_val2014_000000560427.jpg,Is there a fork in the image?,yes,popular,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
560427,COCO_val2014_000000560427.jpg,Is there a dining table in the image?,yes,popular,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
560427,COCO_val2014_000000560427.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
560427,COCO_val2014_000000560427.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
560427,COCO_val2014_000000560427.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
560427,COCO_val2014_000000560427.jpg,Is there a dining table in the image?,yes,adversarial,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
560427,COCO_val2014_000000560427.jpg,Is there a cup in the image?,yes,adversarial,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
560427,COCO_val2014_000000560427.jpg,Is there a fork in the image?,yes,adversarial,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
560427,COCO_val2014_000000560427.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
560427,COCO_val2014_000000560427.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
560427,COCO_val2014_000000560427.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
415880,COCO_val2014_000000415880.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
415880,COCO_val2014_000000415880.jpg,Is there a truck in the image?,yes,random,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
415880,COCO_val2014_000000415880.jpg,Is there a banana in the image?,yes,random,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
415880,COCO_val2014_000000415880.jpg,Is there a dog in the image?,no,random,dog,کیا تصویر میں کتا ہے؟,Kya tasveer mein kutta hai?
415880,COCO_val2014_000000415880.jpg,Is there a refrigerator in the image?,no,random,refrigerator,کیا تصویر میں ریفریجریٹر ہے؟,Kya tasveer mein fridge hai?
415880,COCO_val2014_000000415880.jpg,Is there a skis in the image?,no,random,skis,کیا تصویر میں کوئی سکی ہے؟,Kya tasveer mein skis hai?
415880,COCO_val2014_000000415880.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
415880,COCO_val2014_000000415880.jpg,Is there a truck in the image?,yes,popular,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
415880,COCO_val2014_000000415880.jpg,Is there a banana in the image?,yes,popular,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
415880,COCO_val2014_000000415880.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
415880,COCO_val2014_000000415880.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
415880,COCO_val2014_000000415880.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
415880,COCO_val2014_000000415880.jpg,Is there a truck in the image?,yes,adversarial,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
415880,COCO_val2014_000000415880.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
415880,COCO_val2014_000000415880.jpg,Is there a banana in the image?,yes,adversarial,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
415880,COCO_val2014_000000415880.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
415880,COCO_val2014_000000415880.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
415880,COCO_val2014_000000415880.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
494550,COCO_val2014_000000494550.jpg,Is there a banana in the image?,yes,random,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
494550,COCO_val2014_000000494550.jpg,Is there a apple in the image?,yes,random,apple,کیا تصویر میں ایک سیب ہے؟,Kya tasveer mein seb hai?
494550,COCO_val2014_000000494550.jpg,Is there a orange in the image?,yes,random,orange,کیا تصویر میں نارنجی ہے؟,Kya tasveer mein santara hai?
494550,COCO_val2014_000000494550.jpg,Is there a bed in the image?,no,random,bed,کیا تصویر میں کوئی بستر ہے؟,Kya tasveer mein bistar hai?
494550,COCO_val2014_000000494550.jpg,Is there a cat in the image?,no,random,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
494550,COCO_val2014_000000494550.jpg,Is there a tv in the image?,no,random,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
494550,COCO_val2014_000000494550.jpg,Is there a orange in the image?,yes,popular,orange,کیا تصویر میں نارنجی ہے؟,Kya tasveer mein santara hai?
494550,COCO_val2014_000000494550.jpg,Is there a apple in the image?,yes,popular,apple,کیا تصویر میں ایک سیب ہے؟,Kya tasveer mein seb hai?
494550,COCO_val2014_000000494550.jpg,Is there a banana in the image?,yes,popular,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
494550,COCO_val2014_000000494550.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
494550,COCO_val2014_000000494550.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
494550,COCO_val2014_000000494550.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
494550,COCO_val2014_000000494550.jpg,Is there a apple in the image?,yes,adversarial,apple,کیا تصویر میں ایک سیب ہے؟,Kya tasveer mein seb hai?
494550,COCO_val2014_000000494550.jpg,Is there a orange in the image?,yes,adversarial,orange,کیا تصویر میں نارنجی ہے؟,Kya tasveer mein santara hai?
494550,COCO_val2014_000000494550.jpg,Is there a banana in the image?,yes,adversarial,banana,کیا تصویر میں کیلا ہے؟,Kya tasveer mein kela hai?
494550,COCO_val2014_000000494550.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
494550,COCO_val2014_000000494550.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
494550,COCO_val2014_000000494550.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
89032,COCO_val2014_000000089032.jpg,Is there a tie in the image?,yes,random,tie,کیا تصویر میں ٹائی ہے؟,Kya tasveer mein tie hai?
89032,COCO_val2014_000000089032.jpg,Is there a umbrella in the image?,yes,random,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
89032,COCO_val2014_000000089032.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
89032,COCO_val2014_000000089032.jpg,Is there a bed in the image?,no,random,bed,کیا تصویر میں کوئی بستر ہے؟,Kya tasveer mein bistar hai?
89032,COCO_val2014_000000089032.jpg,Is there a bowl in the image?,no,random,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
89032,COCO_val2014_000000089032.jpg,Is there a skateboard in the image?,no,random,skateboard,کیا تصویر میں اسکیٹ بورڈ ہے؟,Kya tasveer mein skateboard hai?
89032,COCO_val2014_000000089032.jpg,Is there a tie in the image?,yes,popular,tie,کیا تصویر میں ٹائی ہے؟,Kya tasveer mein tie hai?
89032,COCO_val2014_000000089032.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
89032,COCO_val2014_000000089032.jpg,Is there a umbrella in the image?,yes,popular,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
89032,COCO_val2014_000000089032.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
89032,COCO_val2014_000000089032.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
89032,COCO_val2014_000000089032.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
89032,COCO_val2014_000000089032.jpg,Is there a tie in the image?,yes,adversarial,tie,کیا تصویر میں ٹائی ہے؟,Kya tasveer mein tie hai?
89032,COCO_val2014_000000089032.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
89032,COCO_val2014_000000089032.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
89032,COCO_val2014_000000089032.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
89032,COCO_val2014_000000089032.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
89032,COCO_val2014_000000089032.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
110313,COCO_val2014_000000110313.jpg,Is there a handbag in the image?,yes,random,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
110313,COCO_val2014_000000110313.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
110313,COCO_val2014_000000110313.jpg,Is there a umbrella in the image?,yes,random,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
110313,COCO_val2014_000000110313.jpg,Is there a laptop in the image?,no,random,laptop,کیا تصویر میں لیپ ٹاپ ہے؟,Kya tasveer mein laptop hai?
110313,COCO_val2014_000000110313.jpg,Is there a oven in the image?,no,random,oven,کیا تصویر میں تندور ہے؟,Kya tasveer mein oven hai?
110313,COCO_val2014_000000110313.jpg,Is there a bed in the image?,no,random,bed,کیا تصویر میں کوئی بستر ہے؟,Kya tasveer mein bistar hai?
110313,COCO_val2014_000000110313.jpg,Is there a umbrella in the image?,yes,popular,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
110313,COCO_val2014_000000110313.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
110313,COCO_val2014_000000110313.jpg,Is there a handbag in the image?,yes,popular,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
110313,COCO_val2014_000000110313.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
110313,COCO_val2014_000000110313.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
110313,COCO_val2014_000000110313.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
110313,COCO_val2014_000000110313.jpg,Is there a handbag in the image?,yes,adversarial,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
110313,COCO_val2014_000000110313.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
110313,COCO_val2014_000000110313.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
110313,COCO_val2014_000000110313.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
110313,COCO_val2014_000000110313.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
110313,COCO_val2014_000000110313.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
444913,COCO_val2014_000000444913.jpg,Is there a frisbee in the image?,yes,random,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
444913,COCO_val2014_000000444913.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
444913,COCO_val2014_000000444913.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
444913,COCO_val2014_000000444913.jpg,Is there a bowl in the image?,no,random,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
444913,COCO_val2014_000000444913.jpg,Is there a spoon in the image?,no,random,spoon,کیا تصویر میں چمچ ہے؟,Kya tasveer mein chamach hai?
444913,COCO_val2014_000000444913.jpg,Is there a cat in the image?,no,random,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
444913,COCO_val2014_000000444913.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
444913,COCO_val2014_000000444913.jpg,Is there a frisbee in the image?,yes,popular,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
444913,COCO_val2014_000000444913.jpg,Is there a car in the image?,yes,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
444913,COCO_val2014_000000444913.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
444913,COCO_val2014_000000444913.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
444913,COCO_val2014_000000444913.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
444913,COCO_val2014_000000444913.jpg,Is there a car in the image?,yes,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
444913,COCO_val2014_000000444913.jpg,Is there a frisbee in the image?,yes,adversarial,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
444913,COCO_val2014_000000444913.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
444913,COCO_val2014_000000444913.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
444913,COCO_val2014_000000444913.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
444913,COCO_val2014_000000444913.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
153524,COCO_val2014_000000153524.jpg,Is there a mouse in the image?,yes,random,mouse,کیا تصویر میں کوئی چوہا ہے؟,Kya tasveer mein mouse hai?
153524,COCO_val2014_000000153524.jpg,Is there a keyboard in the image?,yes,random,keyboard,کیا تصویر میں کی بورڈ ہے؟,Kya tasveer mein keyboard hai?
153524,COCO_val2014_000000153524.jpg,Is there a tv in the image?,yes,random,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
153524,COCO_val2014_000000153524.jpg,Is there a potted plant in the image?,no,random,potted plant,کیا تصویر میں کوئی پودا ہے؟,Kya tasveer mein gamla hai?
153524,COCO_val2014_000000153524.jpg,Is there a stop sign in the image?,no,random,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
153524,COCO_val2014_000000153524.jpg,Is there a wine glass in the image?,no,random,wine glass,کیا تصویر میں شراب کا گلاس ہے؟,Kya tasveer mein gilaas hai?
153524,COCO_val2014_000000153524.jpg,Is there a keyboard in the image?,yes,popular,keyboard,کیا تصویر میں کی بورڈ ہے؟,Kya tasveer mein keyboard hai?
153524,COCO_val2014_000000153524.jpg,Is there a mouse in the image?,yes,popular,mouse,کیا تصویر میں کوئی چوہا ہے؟,Kya tasveer mein mouse hai?
153524,COCO_val2014_000000153524.jpg,Is there a tv in the image?,yes,popular,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
153524,COCO_val2014_000000153524.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
153524,COCO_val2014_000000153524.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
153524,COCO_val2014_000000153524.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
153524,COCO_val2014_000000153524.jpg,Is there a keyboard in the image?,yes,adversarial,keyboard,کیا تصویر میں کی بورڈ ہے؟,Kya tasveer mein keyboard hai?
153524,COCO_val2014_000000153524.jpg,Is there a tv in the image?,yes,adversarial,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
